#Creator: pendulumviewEventBuffer
#Creation time: Tue Feb 21 16:56:22 2017
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
54.518	513	54.543	586
54.569	510	54.594	589
54.619	509	54.645	593
54.670	505	54.695	596
54.721	498	54.746	598
54.772	494	54.796	599
54.822	487	54.848	599
54.873	480	54.898	597
54.923	474	54.949	595
54.975	468	54.999	593
55.025	464	55.050	587
55.076	460	55.101	583
55.126	458	55.152	579
55.177	456	55.202	574
55.228	455	55.253	569
55.279	458	55.303	565
55.329	461	55.354	561
55.380	466	55.405	559
55.430	470	55.456	558
55.481	475	55.506	558
55.532	481	55.557	558
55.583	487	55.607	558
55.633	493	55.659	561
55.684	498	55.709	565
55.734	502	55.760	570
55.786	506	55.810	573
55.836	509	55.861	578
55.887	510	55.912	584
55.937	508	55.963	588
55.988	506	56.014	593
56.039	503	56.064	595
56.090	499	56.115	597
56.140	494	56.165	599
56.191	489	56.217	599
56.241	483	56.267	598
56.292	478	56.318	595
56.343	472	56.368	594
56.394	468	56.419	589
56.444	465	56.470	585
56.495	462	56.521	580
56.545	460	56.571	576
56.597	460	56.622	571
56.647	461	56.672	566
56.698	464	56.724	563
56.748	465	56.774	560
56.799	470	56.825	557
56.850	474	56.875	558
56.901	479	56.926	557
56.951	484	56.976	558
57.002	490	57.028	560
57.052	495	57.078	564
57.103	498	57.129	568
57.154	502	57.179	571
57.205	504	57.230	577
57.255	505	57.281	581
57.306	505	57.332	586
57.356	503	57.382	590
57.408	502	57.433	593
57.458	498	57.483	596
