#Creator: pendulumviewEventBuffer
#Creation time: Mon Feb 20 15:13:37 2017
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
45.901	455	45.926	476
45.951	424	45.977	477
46.002	397	46.028	475
46.052	373	46.078	476
46.104	355	46.129	475
46.154	342	46.179	477
46.205	332	46.231	476
46.255	333	46.281	478
46.306	337	46.332	478
46.357	351	46.382	477
46.408	367	46.433	478
46.458	390	46.483	478
46.509	416	46.535	480
46.559	445	46.585	478
46.610	474	46.636	479
46.661	503	46.686	478
46.712	530	46.737	479
46.762	553	46.788	477
46.813	572	46.839	478
46.863	584	46.889	476
46.915	593	46.940	477
46.965	594	46.990	476
47.016	586	47.042	477
47.066	574	47.092	476
47.117	557	47.143	477
47.168	533	47.193	476
47.219	507	47.244	476
47.269	479	47.294	478
47.320	451	47.346	475
47.370	421	47.396	477
47.421	397	47.447	477
47.472	374	47.497	477
47.523	354	47.548	475
47.574	342	47.599	476
47.624	335	47.650	475
47.675	335	47.700	477
47.726	342	47.751	477
47.777	354	47.801	476
47.827	370	47.853	477
47.878	395	47.903	477
47.928	418	47.954	478
47.980	448	48.004	477
48.030	476	48.055	478
48.081	505	48.105	478
